WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE
01/04/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,4,0,19270,Demonstrations,1741,33.2832,35.4971
01/11/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,10,0,27425,Demonstrations,1741,33.2832,35.4971
01/18/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,11777,Demonstrations,1741,33.2832,35.4971
01/25/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11777,Demonstrations,1741,33.2832,35.4971
02/01/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,3,0,14784,Demonstrations,1741,33.2832,35.4971
02/15/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,8690,Demonstrations,1741,33.2832,35.4971
02/22/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,6980,Demonstrations,1741,33.2832,35.4971
02/29/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,6,0,25781,Demonstrations,1741,33.2832,35.4971
03/07/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,7493,Demonstrations,1741,33.2832,35.4971
04/11/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11777,Demonstrations,1741,33.2832,35.4971
04/18/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,5,0,11777,Demonstrations,1741,33.2832,35.4971
04/25/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,7,0,22277,Demonstrations,1741,33.2832,35.4971
05/02/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,4,0,26496,Demonstrations,1741,33.2832,35.4971
05/09/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,3080,Demonstrations,1741,33.2832,35.4971
05/16/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11777,Demonstrations,1741,33.2832,35.4971
05/23/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,4,0,25977,Demonstrations,1741,33.2832,35.4971
05/30/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,2078,Demonstrations,1741,33.2832,35.4971
06/06/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,7,0,28060,Demonstrations,1741,33.2832,35.4971
06/13/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,5,0,19932,Demonstrations,1741,33.2832,35.4971
06/20/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,3,0,14263,Demonstrations,1741,33.2832,35.4971
06/27/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,5,0,16623,Demonstrations,1741,33.2832,35.4971
07/04/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,16925,Demonstrations,1741,33.2832,35.4971
07/11/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,4,0,26582,Demonstrations,1741,33.2832,35.4971
07/18/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,19270,Demonstrations,1741,33.2832,35.4971
07/25/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,18854,Demonstrations,1741,33.2832,35.4971
08/01/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,4,0,14263,Demonstrations,1741,33.2832,35.4971
08/08/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,7493,Demonstrations,1741,33.2832,35.4971
08/22/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11777,Demonstrations,1741,33.2832,35.4971
09/05/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,301,Demonstrations,1741,33.2832,35.4971
10/10/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,5,0,24355,Demonstrations,1741,33.2832,35.4971
11/28/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11777,Demonstrations,1741,33.2832,35.4971
12/12/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11777,Demonstrations,1741,33.2832,35.4971
12/19/2020,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11777,Demonstrations,1741,33.2832,35.4971
01/02/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,3,0,22322,Demonstrations,1741,33.2832,35.4971
01/23/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11800,Demonstrations,1741,33.2832,35.4971
01/30/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,7508,Demonstrations,1741,33.2832,35.4971
02/06/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11800,Demonstrations,1741,33.2832,35.4971
02/13/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,4,0,11800,Demonstrations,1741,33.2832,35.4971
02/27/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,6,0,21475,Demonstrations,1741,33.2832,35.4971
03/06/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,5,0,20087,Demonstrations,1741,33.2832,35.4971
03/13/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,5,0,25877,Demonstrations,1741,33.2832,35.4971
03/20/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,19308,Demonstrations,1741,33.2832,35.4971
03/27/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11800,Demonstrations,1741,33.2832,35.4971
04/03/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11800,Demonstrations,1741,33.2832,35.4971
04/10/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11800,Demonstrations,1741,33.2832,35.4971
05/08/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,6,0,25215,Demonstrations,1741,33.2832,35.4971
05/15/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,6,0,27931,Demonstrations,1741,33.2832,35.4971
05/22/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,5,0,23711,Demonstrations,1741,33.2832,35.4971
05/29/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,521,Demonstrations,1741,33.2832,35.4971
06/05/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,7761,Demonstrations,1741,33.2832,35.4971
06/12/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,14367,Demonstrations,1741,33.2832,35.4971
06/19/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,3,0,5199,Demonstrations,1741,33.2832,35.4971
06/26/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,8,0,19270,Demonstrations,1741,33.2832,35.4971
07/03/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,3879,Demonstrations,1741,33.2832,35.4971
07/10/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,3,0,22569,Demonstrations,1741,33.2832,35.4971
07/17/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11800,Demonstrations,1741,33.2832,35.4971
07/24/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,5940,Demonstrations,1741,33.2832,35.4971
07/31/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,3,0,22753,Demonstrations,1741,33.2832,35.4971
08/07/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,9,0,31349,Demonstrations,1741,33.2832,35.4971
08/21/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,4319,Demonstrations,1741,33.2832,35.4971
08/28/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,5158,Demonstrations,1741,33.2832,35.4971
09/04/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11800,Demonstrations,1741,33.2832,35.4971
09/18/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,7508,Demonstrations,1741,33.2832,35.4971
10/09/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11800,Demonstrations,1741,33.2832,35.4971
10/30/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,2567,Demonstrations,1741,33.2832,35.4971
11/06/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11800,Demonstrations,1741,33.2832,35.4971
12/04/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11800,Demonstrations,1741,33.2832,35.4971
12/11/2021,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,11800,Demonstrations,1741,33.2832,35.4971
01/08/2022,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,3,0,20507,Demonstrations,1741,33.2832,35.4971
01/22/2022,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,7532,Demonstrations,1741,33.2832,35.4971
01/29/2022,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,3,0,20507,Demonstrations,1741,33.2832,35.4971
02/05/2022,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,12471,Demonstrations,1741,33.2832,35.4971
02/26/2022,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,13180,Demonstrations,1741,33.2832,35.4971
03/12/2022,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,13327,Demonstrations,1741,33.2832,35.4971
03/19/2022,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,5174,Demonstrations,1741,33.2832,35.4971
03/26/2022,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,6568,Demonstrations,1741,33.2832,35.4971
04/09/2022,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11835,Demonstrations,1741,33.2832,35.4971
04/16/2022,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,11835,Demonstrations,1741,33.2832,35.4971
04/23/2022,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,5511,Demonstrations,1741,33.2832,35.4971
04/30/2022,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,15367,Demonstrations,1741,33.2832,35.4971
05/14/2022,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,3,0,18946,Demonstrations,1741,33.2832,35.4971
05/21/2022,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,11835,Demonstrations,1741,33.2832,35.4971
05/28/2022,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,8935,Demonstrations,1741,33.2832,35.4971
06/04/2022,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,1501,Demonstrations,1741,33.2832,35.4971
06/11/2022,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,14411,Demonstrations,1741,33.2832,35.4971
06/18/2022,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,14411,Demonstrations,1741,33.2832,35.4971
06/25/2022,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,1310,Demonstrations,1741,33.2832,35.4971
07/16/2022,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,4,0,22988,Demonstrations,1741,33.2832,35.4971
07/23/2022,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,10695,Demonstrations,1741,33.2832,35.4971
07/30/2022,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,5554,Demonstrations,1741,33.2832,35.4971
08/06/2022,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,1294,Demonstrations,1741,33.2832,35.4971
08/13/2022,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,3097,Demonstrations,1741,33.2832,35.4971
08/27/2022,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11835,Demonstrations,1741,33.2832,35.4971
09/03/2022,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,7949,Demonstrations,1741,33.2832,35.4971
09/10/2022,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,922,Demonstrations,1741,33.2832,35.4971
09/17/2022,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11835,Demonstrations,1741,33.2832,35.4971
10/08/2022,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11835,Demonstrations,1741,33.2832,35.4971
10/15/2022,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,12408,Demonstrations,1741,33.2832,35.4971
01/07/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,3,0,19469,Demonstrations,1741,33.2832,35.4971
01/21/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,3,0,15752,Demonstrations,1741,33.2832,35.4971
02/18/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,3041,Demonstrations,1741,33.2832,35.4971
03/04/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,5,0,20225,Demonstrations,1741,33.2832,35.4971
03/11/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,16845,Demonstrations,1741,33.2832,35.4971
03/18/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,3,0,11897,Demonstrations,1741,33.2832,35.4971
03/25/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,3641,Demonstrations,1741,33.2832,35.4971
04/01/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11897,Demonstrations,1741,33.2832,35.4971
04/15/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11897,Demonstrations,1741,33.2832,35.4971
04/22/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,3866,Demonstrations,1741,33.2832,35.4971
05/06/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,3041,Demonstrations,1741,33.2832,35.4971
05/20/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11897,Demonstrations,1741,33.2832,35.4971
05/27/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,3,0,15180,Demonstrations,1741,33.2832,35.4971
06/03/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,5,0,14280,Demonstrations,1741,33.2832,35.4971
06/10/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,1449,Demonstrations,1741,33.2832,35.4971
06/17/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,,Demonstrations,1741,33.2832,35.4971
06/24/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,525,Demonstrations,1741,33.2832,35.4971
07/01/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11897,Demonstrations,1741,33.2832,35.4971
07/15/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,5,0,26926,Demonstrations,1741,33.2832,35.4971
07/22/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,4,0,4211,Demonstrations,1741,33.2832,35.4971
07/29/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,4114,Demonstrations,1741,33.2832,35.4971
08/05/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,797,Demonstrations,1741,33.2832,35.4971
08/12/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,1228,Demonstrations,1741,33.2832,35.4971
08/19/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,2320,Demonstrations,1741,33.2832,35.4971
09/09/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,9892,Demonstrations,1741,33.2832,35.4971
09/16/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11897,Demonstrations,1741,33.2832,35.4971
09/23/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,1374,Demonstrations,1741,33.2832,35.4971
10/07/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,6,0,21021,Demonstrations,1741,33.2832,35.4971
10/14/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,6,0,24312,Demonstrations,1741,33.2832,35.4971
10/21/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11897,Demonstrations,1741,33.2832,35.4971
11/11/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11897,Demonstrations,1741,33.2832,35.4971
11/18/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11897,Demonstrations,1741,33.2832,35.4971
12/09/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11897,Demonstrations,1741,33.2832,35.4971
12/23/2023,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11897,Demonstrations,1741,33.2832,35.4971
02/17/2024,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,7601,Demonstrations,1741,33.2832,35.4971
04/20/2024,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11942,Demonstrations,1741,33.2832,35.4971
05/04/2024,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,5222,Demonstrations,1741,33.2832,35.4971
05/18/2024,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11942,Demonstrations,1741,33.2832,35.4971
06/22/2024,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,2894,Demonstrations,1741,33.2832,35.4971
07/13/2024,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,1280,Demonstrations,1741,33.2832,35.4971
08/10/2024,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,705,Demonstrations,1741,33.2832,35.4971
09/28/2024,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11942,Demonstrations,1741,33.2832,35.4971
12/14/2024,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,11942,Demonstrations,1741,33.2832,35.4971
01/25/2025,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,3679,Demonstrations,1741,33.2832,35.4971
04/05/2025,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,12019,Demonstrations,1741,33.2832,35.4971
04/12/2025,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,1132,Demonstrations,1741,33.2832,35.4971
05/10/2025,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,4865,Demonstrations,1741,33.2832,35.4971
05/17/2025,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,6371,Demonstrations,1741,33.2832,35.4971
05/24/2025,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,4436,Demonstrations,1741,33.2832,35.4971
06/07/2025,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,216,Demonstrations,1741,33.2832,35.4971
06/14/2025,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,7310,Demonstrations,1741,33.2832,35.4971
06/21/2025,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,465,Demonstrations,1741,33.2832,35.4971
06/28/2025,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,5,0,12267,Demonstrations,1741,33.2832,35.4971
07/05/2025,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,465,Demonstrations,1741,33.2832,35.4971
07/19/2025,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,2612,Demonstrations,1741,33.2832,35.4971
07/26/2025,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,12019,Demonstrations,1741,33.2832,35.4971
08/02/2025,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,3,0,12019,Demonstrations,1741,33.2832,35.4971
08/09/2025,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,4682,Demonstrations,1741,33.2832,35.4971
08/16/2025,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,659,Demonstrations,1741,33.2832,35.4971
08/23/2025,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,5829,Demonstrations,1741,33.2832,35.4971
09/13/2025,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,5270,Demonstrations,1741,33.2832,35.4971
09/20/2025,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,1770,Demonstrations,1741,33.2832,35.4971
10/04/2025,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,12019,Demonstrations,1741,33.2832,35.4971
10/11/2025,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,12019,Demonstrations,1741,33.2832,35.4971
10/25/2025,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,2,0,17289,Demonstrations,1741,33.2832,35.4971
11/08/2025,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,497,Demonstrations,1741,33.2832,35.4971
12/06/2025,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,3076,Demonstrations,1741,33.2832,35.4971
12/13/2025,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,12019,Demonstrations,1741,33.2832,35.4971
01/17/2026,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,3100,Demonstrations,1741,33.2832,35.4971
01/24/2026,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,12104,Demonstrations,1741,33.2832,35.4971
02/07/2026,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,,Demonstrations,1741,33.2832,35.4971
02/14/2026,Middle East,Lebanon,Al Nabatieh,Protests,Peaceful protest,1,0,,Demonstrations,1741,33.2832,35.4971
02/25/2017,Middle East,Lebanon,Al Nabatieh,Protests,Protest with intervention,1,0,2249,Demonstrations,1741,33.2832,35.4971
12/23/2017,Middle East,Lebanon,Al Nabatieh,Protests,Protest with intervention,1,0,3381,Demonstrations,1741,33.2832,35.4971
03/24/2018,Middle East,Lebanon,Al Nabatieh,Protests,Protest with intervention,1,0,268,Demonstrations,1741,33.2832,35.4971
05/25/2019,Middle East,Lebanon,Al Nabatieh,Protests,Protest with intervention,1,0,3188,Demonstrations,1741,33.2832,35.4971
09/28/2019,Middle East,Lebanon,Al Nabatieh,Protests,Protest with intervention,1,0,1646,Demonstrations,1741,33.2832,35.4971
11/09/2019,Middle East,Lebanon,Al Nabatieh,Protests,Protest with intervention,1,0,12170,Demonstrations,1741,33.2832,35.4971
12/14/2019,Middle East,Lebanon,Al Nabatieh,Protests,Protest with intervention,2,0,12170,Demonstrations,1741,33.2832,35.4971
05/15/2021,Middle East,Lebanon,Al Nabatieh,Protests,Protest with intervention,1,0,253,Demonstrations,1741,33.2832,35.4971
05/22/2021,Middle East,Lebanon,Al Nabatieh,Protests,Protest with intervention,1,0,1532,Demonstrations,1741,33.2832,35.4971
08/03/2024,Middle East,Lebanon,Al Nabatieh,Protests,Protest with intervention,1,0,3238,Demonstrations,1741,33.2832,35.4971
05/20/2017,Middle East,Lebanon,Al Nabatieh,Riots,Mob violence,1,0,7165,Political violence,1741,33.2832,35.4971
08/26/2017,Middle East,Lebanon,Al Nabatieh,Riots,Mob violence,1,0,4216,Political violence,1741,33.2832,35.4971
04/21/2018,Middle East,Lebanon,Al Nabatieh,Riots,Mob violence,1,0,5426,Political violence,1741,33.2832,35.4971
05/05/2018,Middle East,Lebanon,Al Nabatieh,Riots,Mob violence,1,0,28341,Political violence,1741,33.2832,35.4971
07/20/2019,Middle East,Lebanon,Al Nabatieh,Riots,Mob violence,1,0,1678,Political violence,1741,33.2832,35.4971
12/14/2019,Middle East,Lebanon,Al Nabatieh,Riots,Mob violence,2,0,27496,Political violence,1741,33.2832,35.4971
01/25/2020,Middle East,Lebanon,Al Nabatieh,Riots,Mob violence,1,0,26582,Political violence,1741,33.2832,35.4971
02/08/2020,Middle East,Lebanon,Al Nabatieh,Riots,Mob violence,1,0,3169,Political violence,1741,33.2832,35.4971
05/16/2020,Middle East,Lebanon,Al Nabatieh,Riots,Mob violence,1,0,4195,Political violence,1741,33.2832,35.4971
05/23/2020,Middle East,Lebanon,Al Nabatieh,Riots,Mob violence,1,0,1623,Political violence,1741,33.2832,35.4971
11/14/2020,Middle East,Lebanon,Al Nabatieh,Riots,Mob violence,1,0,7721,Political violence,1741,33.2832,35.4971
02/20/2021,Middle East,Lebanon,Al Nabatieh,Riots,Mob violence,1,0,8183,Political violence,1741,33.2832,35.4971
06/19/2021,Middle East,Lebanon,Al Nabatieh,Riots,Mob violence,1,0,4280,Political violence,1741,33.2832,35.4971
06/26/2021,Middle East,Lebanon,Al Nabatieh,Riots,Mob violence,2,0,9483,Political violence,1741,33.2832,35.4971
07/03/2021,Middle East,Lebanon,Al Nabatieh,Riots,Mob violence,1,0,7080,Political violence,1741,33.2832,35.4971
07/24/2021,Middle East,Lebanon,Al Nabatieh,Riots,Mob violence,1,0,7080,Political violence,1741,33.2832,35.4971
08/14/2021,Middle East,Lebanon,Al Nabatieh,Riots,Mob violence,2,0,15240,Political violence,1741,33.2832,35.4971
08/21/2021,Middle East,Lebanon,Al Nabatieh,Riots,Mob violence,1,0,5119,Political violence,1741,33.2832,35.4971
08/28/2021,Middle East,Lebanon,Al Nabatieh,Riots,Mob violence,1,0,1257,Political violence,1741,33.2832,35.4971
09/18/2021,Middle East,Lebanon,Al Nabatieh,Riots,Mob violence,1,0,26637,Political violence,1741,33.2832,35.4971
12/18/2021,Middle East,Lebanon,Al Nabatieh,Riots,Mob violence,1,0,5102,Political violence,1741,33.2832,35.4971
01/22/2022,Middle East,Lebanon,Al Nabatieh,Riots,Mob violence,1,0,1567,Political violence,1741,33.2832,35.4971
04/23/2022,Middle East,Lebanon,Al Nabatieh,Riots,Mob violence,1,0,5784,Political violence,1741,33.2832,35.4971
05/14/2022,Middle East,Lebanon,Al Nabatieh,Riots,Mob violence,6,0,56776,Political violence,1741,33.2832,35.4971
05/21/2022,Middle East,Lebanon,Al Nabatieh,Riots,Mob violence,1,0,3642,Political violence,1741,33.2832,35.4971
06/11/2022,Middle East,Lebanon,Al Nabatieh,Riots,Mob violence,1,0,10155,Political violence,1741,33.2832,35.4971
07/23/2022,Middle East,Lebanon,Al Nabatieh,Riots,Mob violence,1,0,6226,Political violence,1741,33.2832,35.4971
09/24/2022,Middle East,Lebanon,Al Nabatieh,Riots,Mob violence,1,0,1512,Political violence,1741,33.2832,35.4971
11/19/2022,Middle East,Lebanon,Al Nabatieh,Riots,Mob violence,1,0,129,Political violence,1741,33.2832,35.4971
01/14/2023,Middle East,Lebanon,Al Nabatieh,Riots,Mob violence,1,0,8705,Political violence,1741,33.2832,35.4971
04/08/2023,Middle East,Lebanon,Al Nabatieh,Riots,Mob violence,1,0,4280,Political violence,1741,33.2832,35.4971
06/10/2023,Middle East,Lebanon,Al Nabatieh,Riots,Mob violence,1,0,1888,Political violence,1741,33.2832,35.4971
